MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
3,동작,어르신,일반,75,관리자,1등급,20,M,165.4,77,32.7,,83,146,44.9,40.9,,,12.7,,,,,,28.1,,,,,26,,131,5.3,23.32,58.3,,,,,,,,,,,,,,,,,,,44.9
1,세종,성인,일반,35,관리자,참가,20,M,177.8,75.2,18.9,82.5,73,122,34.6,35.1,,,-10.9,,,,,,23.8,38,41,,173,,,,,,46.7,,40.6,,,,,,,,,,0.350,,,,,,,
3,스포원(금정),어르신,출장,66,관리자,3등급,20,M,159.9,58.3,29.9,,89,159,45.1,42.8,,,6.6,,,,,,22.8,,,,,18,,109,4.5,19.7,77.4,,,,,,,,,,,,,,,,,,,45.1
2,남구(부산),성인,일반,59,관리자,3등급,20,M,177.4,76.40,21.4,89.6,98,146,38.1,41,,,11.9,,,,,,24.3,29,,11.43,224,,,,,,53.7,,,88,110,124,151,37.5,,,,,,,,,,,,
5,KSPO송파,성인,일반,21,관리자,3등급,20,F,167.7,54.5,24.2,57.5,64,103,25.2,25.4,,,19.9,,,,,,19.4,23,,,167,,,,,,46.6,,,97,135,150,,40.0,,,,,0.375,,,,,,,
1,화성,성인,일반,23,관리자,참가,20,M,165.8,70.7,18.1,,75,115,31.7,40.8,,,1.5,,,,,,25.7,31,16,11.5,212,,,,,,57.7,,36.6,,,,,,,,,,,,,,,,,
1,광주,어르신,일반,65,관리자,3등급,20,M,174.9,68.6,16.4,,81,157,35.9,32.4,,,11.7,,,,,,22.4,,,,,24,,100,4.45,19.06,52.3,,,,,,,,,,,,,,,,,,,35.9
11,보은,어르신,일반,70,관리자,1등급,20,M,168.2,77.7,33.6,,84,143,43.4,47.2,,,20.1,,,,,,27.5,,,,,28,,132,4.56,18,60.7,,,,,,,,,,,,,,,,,,,47.2
1,스포원(금정),어르신,출장,66,관리자,참가,20,M,165.1,61.4,24.3,,87,158,35,35.6,,,18,,,,,,22.5,,,,,19,,94,5.3,24.3,58.0,,,,,,,,,,,,,,,,,,,35.6
11,보은,어르신,일반,66,관리자,참가,20,F,150,54.2,32.7,,90,136,23.6,26.3,,,10.9,,,,,,24.1,,,,,28,,114,5.56,21.79,48.5,,,,,,,,,,,,,,,,,,,26.3
1,KSPO광주,성인,일반,30,관리자,참가,20,F,162.7,74.8,40.0,81.5,83,120,23.1,29.6,,,8.2,,,,,,28.3,26,10,,,,,,,,39.6,,27.1,,,,,,,,,,0.460,0.399,,,,,,
4,화성,성인,일반,25,관리자,3등급,20,F,164.1,48,25.2,,79,118,24,32.2,,,17.2,,,,,,17.8,22,,12.44,160,,,,,,67.1,,,95,126,158,,38.3,,,,,,,,,,,,
1,중구(서울),성인,일반,24,관리자,참가,20,F,168.8,59.5,30.1,,59,118,23.1,24.6,,,0.5,,,,,,20.9,17,,,,,,,,,41.3,,,,,,,,125,36.4,,,0.362,0.470,,,,,,
4,창원,성인,일반,32,관리자,참가,20,M,173.7,92.4,31.3,101,79,138,39.3,38.8,,,8.5,,,,,,30.6,32,,,188,,,,,,42.5,,,,,,,,98,41.2,,,0.382,,,,,,,
2,춘천,성인,일반,23,관리자,참가,20,F,170.9,52.3,27.8,75.6,78,107,29.1,30.8,,,20.2,,,,,,17.9,5,,,,,,,,,58.9,,,,,,,,153,35.1,,,0.430,0.362,,,,,,
2,안산,성인,일반,24,관리자,참가,20,M,172.4,94.7,38.2,97,89,140,35.2,40.7,,,7.2,,,,,,31.9,30,,,161,,,,,,43.0,,,,,,,,125,38.6,,,0.333,,,,,,,
2,KSPO송파,성인,일반,25,관리자,3등급,20,M,186.7,98.5,19.5,99.4,63,117,46.9,50.8,,,18.1,,,,,,28.3,57,52,11.10,,,,,,,51.6,,40.4,,,,,,,,,,,0.618,,,,,,
1,세종,어르신,일반,69,관리자,참가,20,F,156.2,52.7,30.1,75.7,79,123,23.6,21.5,,,9.6,,,,,,21.6,,,,,14,,115,5.35,21.65,44.8,,,,,,,,,,,,,,,,,,,23.6
2,사천,어르신,일반,69,관리자,2등급,20,F,151.3,54.1,34.2,83.7,87,155,26.1,27.7,,,16,,,,,,23.6,,,,,21,,107,4.88,22.47,51.2,,,,,,,,,,,,,,,,,,,27.7
1,안동,청소년,일반,16,관리자,3등급,20,F,149,44.6,22.8,64,63,110,21.5,24.7,27,,14.9,22.28,0.503,61.727,13,62.325,20.1,,,,,,,,,,55.4,,,85,119,148,,38.4,,,,,,,,,,,,
4,포천,성인,일반,57,관리자,3등급,20,F,157.5,60.7,31.4,82,79,148,25.7,26,,,21.5,,,,,,24.5,14,,,107,,,,,,42.8,,,71,97,120,,34.0,,,,,0.382,,,,,,,
1,KSPO건강체력,성인,출장,56,관리자,참가,20,M,162,58,20,,70,132,30.6,30.6,,,,,,,,,22.1,,,,,,,,,,52.8,,,,,,,,115,39.5,,,,,,,,,,
1,KSPO건강체력,성인,출장,61,관리자,참가,20,M,165,63.8,21.5,,98,157,32.6,44.2,,,,,,,,,23.4,,,,,,,,,,69.3,,,,,,,,95,40.2,,,,,,,,,,
1,동작,성인,일반,60,관리자,참가,20,M,167.6,71.4,26.1,,89,136,45.3,47.7,,,6.9,,,,,,25.4,23,,,176,,,,,,66.8,,,99,122,143,184,31.0,,,,,0.281,,,,,,,
1,포천,성인,일반,60,관리자,참가,20,M,163.5,71.2,25.6,89,88,145,44.6,46.4,,,8.6,,,,,,26.6,36,18,,152,,,,,,65.2,,34.1,,,,,,,,,,0.333,,,,,,,
7,보은,성인,일반,63,관리자,참가,20,F,159.6,70.9,36.2,,83,129,28.4,30.8,,,28.4,,,,,,27.8,8,,,105,,,,,,43.4,,,,,,,,98,28.8,,,0.474,,,,,,,
1,동작,성인,일반,55,관리자,2등급,20,F,158.3,51.3,28.3,,75,119,26.9,30,,,17.6,,,,,,20.5,20,,,,,,,,,58.5,,,73,115,130,,36.6,,,,,0.352,0.402,,,,,,
2,강북,성인,일반,22,관리자,참가,20,F,168.9,51.90,28.1,62.7,77,119,17.8,20.6,,,27,,,,,,18.2,8,,,,,,,,,39.7,,,,,,,,147,35.9,,,0.343,0.341,,,,,,
1,중구(서울),성인,일반,35,관리자,참가,20,M,172.7,67.8,18.4,,96,150,34.2,38.7,,,-20,,,,,,22.7,0,,,,,,,,,57.1,,,,,,,,133,40.7,,,0.346,0.532,,,,,,
1,춘천,청소년,일반,18,관리자,참가,20,M,173.5,67.8,18.9,85.7,70,129,45.8,52.5,,37,4.9,25.42,0.569,52.570,9,52.984,22.5,,41,,,,,,,,77.4,,42.8,,,,,,,,,,,,,,,,,
1,천안,성인,일반,26,관리자,참가,20,F,172.3,54.1,31.5,,79,124,21.6,23.5,,,-6.4,,,,,,18.2,16,,,142,,,,,,43.4,,,,,,,,136,36.3,,,0.378,,,,,,,
2,KSPO대구,성인,일반,58,관리자,2등급,20,F,166.1,54,27.7,71.3,77,123,22.6,25.8,,,21.8,,,,,,19.6,16,,,127,,,,,,47.8,,,,,,,,128,30.8,,,0.439,,,,,,,
1,부천,성인,일반,26,관리자,3등급,20,M,170.8,69,18.4,,88,156,42.3,46.2,,,19.5,,,,,,23.7,52,,,219,,,,,,67.0,,,80,108,135,180,42.0,,,,,0.296,,,,,,,
1,성동,성인,일반,62,관리자,3등급,20,M,174.9,68.1,16.7,,80,131,40,42.7,,,11.5,,,,,,22.3,20,,12.91,180,,,,,,62.7,,,101,110,129,150,37.1,,,,,,,,,,,,
1,KSPO건강체력,성인,출장,52,관리자,참가,20,F,168,52.1,17.2,,70,124,33.2,34.5,,,,,,,,,18.5,,,,,,,,,,66.2,,,,,,,,98,36.2,,,,,,,,,,
1,서구(대전),어르신,일반,82,관리자,2등급,20,F,149.9,60.5,37.6,,62,148,24.9,25,,,19.5,,,,,,26.9,,,,,18,,80,5.34,25.38,41.3,,,,,,,,,,,,,,,,,,,25.0
1,KSPO송파,성인,일반,35,관리자,참가,20,F,154.3,58.5,38.2,84.6,65,124,17.3,17.6,,,7.5,,,,,,24.6,19,18,,150,,,,,,30.1,,31.8,,,,,,,,,,0.421,,,,,,,
1,KSPO광주,성인,일반,33,관리자,참가,20,F,151.9,52.9,34.8,73.7,69,121,20.9,24.1,,,7.7,,,,,,22.9,25,,,137,,,,,,45.6,,,,,,,,119,35.4,,,0.377,,,,,,,
2,KSPO광주,성인,일반,52,관리자,3등급,20,F,152.6,55.6,35.7,70.5,75,129,25.7,25.3,,,30.1,,,,,,23.9,17,,,,,,,,,46.2,,,76,106,122,,36.0,,,,,0.415,0.418,,,,,,
1,사천,성인,일반,60,관리자,3등급,20,M,170.6,73.4,23.9,85.5,74,126,35.3,34.8,,,17.7,,,,,,25.2,37,30,12.84,187,,,,,,48.1,,36.5,,,,,,,,,,,,,,,,,
2,KSPO건강체력,어르신,출장,66,관리자,참가,20,M,170.9,82.7,27.1,,79,139,41.9,41.2,,,,,,,,,28.3,,,,,,,,,21.92,50.7,,,,,,,,,,,,,,,,,,,41.9
1,강릉,성인,일반,32,관리자,3등급,20,F,172.9,72.2,32.2,88.3,72,127,35.6,36.7,,,13.9,,,,,,24.2,39,,,120,,,,,,50.8,,,88,134,144,,35.3,,,,,0.382,,,,,,,
1,KSPO건강체력,성인,출장,60,관리자,참가,20,F,146.9,42.5,29,,56,112,20.6,23.1,,,,,,,,,19.7,,,,,,,,,,54.4,,,,,,,,99,35.0,,,,,,,,,,
1,KSPO건강체력,어르신,출장,79,관리자,참가,20,M,166,54.8,33.7,,70,127,24,26.1,,,,,,,,,19.9,,,,,,,,,23.68,47.6,,,,,,,,,,,,,,,,,,,26.1
2,KSPO건강체력,성인,출장,51,관리자,참가,20,M,178.1,63.9,13.3,,76,116,,31.3,,,,,,,,,20.1,,,,,,,,,,49.0,,,,,,,,124,39.4,,,,,,,,,,
1,KSPO건강체력,어르신,출장,65,관리자,참가,20,M,167.8,64.4,21.3,,92,157,34.9,37,,,,,,,,,22.9,,,,,,,,,15.69,57.5,,,,,,,,,,,,,,,,,,,37.0
1,KSPO건강체력,어르신,출장,75,관리자,참가,20,M,165.5,58.9,24.1,,68,106,30.1,33.9,,,,,,,,,21.5,,,,,,,,,22.70,57.6,,,,,,,,,,,,,,,,,,,33.9
3,강북,성인,일반,48,관리자,참가,20,F,156,57.6,33.1,77.9,74,115,23.4,23.1,,,16.7,,,,,,23.7,32,,,140,,,,,,40.6,,,,,,,,144,28.9,,,0.288,,,,,,,
1,KSPO건강체력,어르신,출장,76,관리자,참가,20,F,154.6,50.1,34.6,,58,115,17.1,20.8,,,,,,,,,21.0,,,,,,,,,20.89,41.5,,,,,,,,,,,,,,,,,,,20.8
1,KSPO건강체력,어르신,출장,67,관리자,참가,20,M,168.1,65.6,36.4,,69,121,33.3,37.7,,,,,,,,,23.2,,,,,,,,,22.93,57.5,,,,,,,,,,,,,,,,,,,37.7
2,KSPO건강체력,성인,출장,62,관리자,참가,20,M,158.5,57.6,25.5,,80,137,28.9,27.8,,,,,,,,,22.9,,,,,,,,,,50.2,,,,,,,,108,38.9,,,,,,,,,,
3,청주,어르신,일반,66,관리자,2등급,20,F,171.8,67.4,36.2,95.9,77,147,26.2,28.1,,,17,,,,,,22.8,,,,,20,,112,5.54,20.22,41.7,,,,,,,,,,,,,,,,,,,28.1
1,KSPO건강체력,어르신,출장,76,관리자,참가,20,M,159.2,55.7,23,,71,140,37.4,32.4,,,,,,,,,22.0,,,,,,,,,18.11,67.1,,,,,,,,,,,,,,,,,,,37.4
1,KSPO건강체력,어르신,출장,74,관리자,참가,20,M,158.1,65.3,29.9,,73,149,30,32.6,,,,,,,,,26.1,,,,,,,,,19.32,49.9,,,,,,,,,,,,,,,,,,,32.6
2,세종,어르신,일반,67,관리자,2등급,20,M,170.7,59.9,14.5,77.7,92,159,37.8,42.5,,,6.6,,,,,,20.6,,,,,26,,146,4.85,19.20,71.0,,,,,,,,,,,,,,,,,,,42.5
3,KSPO건강체력,어르신,출장,70,관리자,참가,20,M,173,80.9,24.2,,77,142,49.2,46.6,,,,,,,,,27.0,,,,,,,,,18.58,60.8,,,,,,,,,,,,,,,,,,,49.2
1,KSPO건강체력,어르신,출장,76,관리자,참가,20,M,162,60,21.7,,80,137,35,37.7,,,,,,,,,22.9,,,,,,,,,18.68,62.8,,,,,,,,,,,,,,,,,,,37.7
1,강릉,성인,일반,25,관리자,2등급,20,F,167.5,59.4,26.5,79.3,67,111,28.6,30.9,,,28.3,,,,,,21.2,27,,,,,,,,,52.0,,,80,106,129,,39.8,,,,,0.353,0.390,,,,,,
2,KSPO건강체력,어르신,출장,78,관리자,참가,20,M,172.8,73.1,23.3,,59,149,27.4,33.9,,,,,,,,,24.5,,,,,,,,,19.88,46.4,,,,,,,,,,,,,,,,,,,33.9
3,창원,어르신,일반,68,관리자,참가,20,F,151.6,55.3,34.3,82,67,145,13.6,15.8,,,17,,,,,,24.1,,,,,15,,82,6.47,29.03,28.6,,,,,,,,,,,,,,,,,,,15.8
1,KSPO건강체력,어르신,출장,71,관리자,참가,20,F,148,50.3,37.1,,79,134,21.4,23.1,,,,,,,,,23.0,,,,,,,,,20.22,45.9,,,,,,,,,,,,,,,,,,,23.1
5,보은,어르신,일반,70,관리자,3등급,20,F,149.3,55.6,32.9,,68,129,17.7,19.1,,,12.5,,,,,,24.9,,,,,28,,135,4.50,18.97,34.4,,,,,,,,,,,,,,,,,,,19.1
1,남구(부산),어르신,일반,75,관리자,참가,20,F,153.5,45.10,21.7,69.4,95,152,23,23,,,10.4,,,,,,19.1,,,,,15,,101,9.47,33.34,51.0,,,,,,,,,,,,,,,,,,,23.0
1,KSPO건강체력,어르신,출장,74,관리자,참가,20,M,164.7,73.7,32,,60,141,39.6,45.2,,,,,,,,,27.2,,,,,,,,,23.32,61.3,,,,,,,,,,,,,,,,,,,45.2
1,남구(울산),어르신,일반,73,관리자,참가,20,M,161,64.9,30.6,83.9,87,158,29.8,32.2,,,-20,,,,,,25.0,,,,,25,,117,5.7,19.15,49.6,,,,,,,,,,,,,,,,,,,32.2
1,오산,청소년,일반,18,관리자,3등급,20,M,180.4,65.2,8.2,76.3,55,117,53,48,30,,5.1,21.35,0.588,54.127,11,54.633,20.0,,,,,,,,,,81.3,,,85,99,100,,55.7,,,,,,,,,,,,
1,세종,성인,일반,62,관리자,참가,20,M,169.6,74.8,28.8,88.9,91,160,29.6,35.1,,,11.9,,,,,,26.0,32,26,,174,,,,,,46.9,,35.2,,,,,,,,,,0.304,,,,,,,
1,남구(부산),어르신,일반,81,관리자,2등급,20,F,151.6,43.10,16.9,67.0,78,156,20.9,22.3,,,15.2,,,,,,18.8,,,,,17,,124,6.63,33.40,51.7,,,,,,,,,,,,,,,,,,,22.3
1,KSPO아산,성인,일반,29,관리자,참가,20,M,180.8,87.9,24.4,97.1,88,151,46.9,48.6,,,14.3,,,,,,26.9,37,,,,,,,,,55.3,,,77,117,140,166,40.5,,,,,0.364,0.459,,,,,,
1,중구(서울),성인,일반,64,관리자,참가,20,M,177,76.4,24.9,,99,153,34.9,36.6,,,8.4,,,,,,24.4,30,11,14.01,142,,,,,,47.9,,31.1,,,,,,,,,,,,,,,,,
1,동구(인천),어르신,일반,69,관리자,3등급,20,F,148,67.2,40.9,,65,133,21.3,21.9,,,16.3,,,,,,30.7,,,,,20,,114,5.97,23.72,32.6,,,,,,,,,,,,,,,,,,,21.9
5,동구(인천),어르신,일반,72,관리자,1등급,20,F,155.2,56,33.3,,71,119,20.4,22.5,,,21.6,,,,,,23.2,,,,,32,,116,5.31,19.71,40.2,,,,,,,,,,,,,,,,,,,22.5
3,KSPO건강체력,어르신,출장,72,관리자,참가,20,M,160,71.3,25.8,,61,116,29.6,41.5,,,,,,,,,27.9,,,,,,,,,21.39,58.2,,,,,,,,,,,,,,,,,,,41.5
1,KSPO건강체력,어르신,출장,68,관리자,참가,20,F,146.8,57.7,40.2,,77,159,23.8,23.8,,,,,,,,,26.8,,,,,,,,,23,41.2,,,,,,,,,,,,,,,,,,,23.8
3,오산,성인,일반,20,관리자,3등급,20,F,168.7,45.7,24.6,71.2,72,101,20,22.2,,,17.8,,,,,,16.1,23,,,,,,,,,48.6,,,,,,,,159,36.4,,,0.346,0.403,,,,,,
4,보은,어르신,일반,71,관리자,참가,20,F,157.6,57.3,28.1,,66,109,16.5,13.5,,,20.7,,,,,,23.1,,,,,25,,125,5.75,24.56,28.8,,,,,,,,,,,,,,,,,,,16.5
2,KSPO건강체력,어르신,출장,66,관리자,참가,20,F,156.3,49.1,19.5,,83,154,24.3,26.3,,,,,,,,,20.1,,,,,,,,,21.45,53.6,,,,,,,,,,,,,,,,,,,26.3
3,보은,어르신,일반,66,관리자,참가,20,F,156.4,68.1,35.6,,70,116,15.4,19.4,,,15.9,,,,,,27.8,,,,,19,,109,5.07,22.21,28.5,,,,,,,,,,,,,,,,,,,19.4
12,천안,성인,일반,20,관리자,2등급,20,M,165.3,61.1,19.8,,69,125,48.2,42.9,,,11.5,,,,,,22.4,51,,,,,,,,,78.9,,,,,,,,115,47.9,,,0.251,0.564,,,,,,
1,사천,성인,일반,40,관리자,참가,20,F,156.3,58.5,40.2,81.4,80,136,15.7,17.2,,,22.1,,,,,,23.9,12,,,,,,,,,29.4,,,75,108,130,,36.5,,,,,0.341,0.403,,,,,,
1,KSPO건강체력,어르신,출장,76,관리자,참가,20,M,166.2,69.8,30.4,,63,123,29.9,34.6,,,,,,,,,25.3,,,,,,,,,22.57,49.6,,,,,,,,,,,,,,,,,,,34.6
3,동작,성인,일반,24,관리자,참가,20,F,165.8,49.6,21.5,,77,117,26.8,27.1,,,8.9,,,,,,18.0,35,,10.97,,,,,,,54.6,,,,,,,,126,38.4,,,,0.427,,,,,,
1,성동,성인,일반,62,관리자,참가,20,M,164.2,67.4,25.7,,77,146,34.4,34.8,,,-1.8,,,,,,25.0,14,17,,,,,,,,51.6,,34.3,,,,,,,,,,0.340,0.464,,,,,,
5,성남,어르신,일반,77,관리자,3등급,20,M,163.9,75.2,34.0,,94,158,33.2,36.9,,,0.8,,,,,,28.0,,,,,25,,117,5.50,23.26,49.1,,,,,,,,,,,,,,,,,,,36.9
1,성남,어르신,일반,70,관리자,3등급,20,M,160.5,58.3,23.6,,72,112,26.2,22.5,,,7.9,,,,,,22.6,,,,,16,,110,5.08,19.60,44.9,,,,,,,,,,,,,,,,,,,26.2
5,고양,어르신,일반,66,관리자,2등급,20,M,167.1,71.3,22.6,,89,157,41.3,41.6,,,7.7,,,,,,25.5,,,,,22,,111,4.98,20.41,58.3,,,,,,,,,,,,,,,,,,,41.6
1,서구(대전),성인,일반,37,관리자,참가,20,F,157.2,68.3,38,,62,126,27.1,25.4,,,7.6,,,,,,27.6,10,,,150,,,,,,39.7,,,80,104,119,,36.0,,,,,0.394,,,,,,,
6,수원,어르신,일반,66,관리자,참가,20,M,169,53.4,9.7,74,94,149,22.4,28,,,-1.4,,,,,,18.7,,,,,15,,97,6.98,27.542,52.4,,,,,,,,,,,,,,,,,,,28.0
1,KSPO건강체력,어르신,출장,67,관리자,참가,20,M,170.8,67.1,25,,71,142,35.7,35.7,,,,,,,,,23.0,,,,,,,,,18.35,53.2,,,,,,,,,,,,,,,,,,,35.7
1,진천,성인,일반,26,관리자,1등급,20,F,167.4,54.2,25.4,62.5,77,119,25.9,30.6,,,23.8,,,,,,19.3,33,,,180,,,,,,56.5,,,88,142,163,,37.7,,,,,0.334,,,,,,,
3,서초,성인,일반,23,관리자,2등급,20,F,165.3,57.4,32.4,70.0,48,110,26.9,28.2,,,25.2,,,,,,21.0,41,,,,,,,,,49.1,,,,,,,,130,36.1,,,0.397,0.479,,,,,,
1,화성,성인,일반,64,관리자,참가,20,F,154.6,51.2,29.2,,82,128,16.6,21.2,,,26.3,,,,,,21.4,,,16.15,112,,,,,,41.4,,,85,113,136,,32.9,,,,,,,,,,,,
1,화성,성인,일반,22,관리자,참가,20,F,168,52.3,27.2,,70,113,23.8,23.3,,,7.5,,,,,,18.5,21,,14.22,124,,,,,,45.5,,,112,128,144,,40.3,,,,,,,,,,,,
1,KSPO건강체력,어르신,출장,87,관리자,참가,20,M,151.1,42,21.8,,66,92,26.5,30.6,,,,,,,,,18.4,,,,,,,,,28.54,72.9,,,,,,,,,,,,,,,,,,,30.6
1,성동,성인,일반,21,관리자,참가,20,F,170.9,58.3,27.3,,76,130,29,33.9,,,23.7,,,,,,20.0,27,15,,187,,,,,,58.1,,31.8,,,,,,,,,,0.337,,,,,,,
1,부천,성인,일반,28,관리자,1등급,20,F,166.4,58.1,25.2,,61,101,27.5,30.4,,,24.8,,,,,,21.0,34,,,163,,,,,,52.3,,,,,,,,105,38.2,,,0.385,,,,,,,
5,전주,성인,일반,21,관리자,참가,20,M,191.2,109.9,28.7,109,79,140,36,46,,,15.8,,,,,,30.1,36,24,,208,,,,,,41.9,,32.4,,,,,,,,,,0.320,,,,,,,
1,고양,성인,일반,57,관리자,참가,20,M,168.2,63.2,24,,83,120,39.2,40.6,,,5.6,,,,,,22.3,19,14,13.52,175,,,,,,64.2,,34.5,,,,,,,,,,,,,,,,,
1,부천,성인,일반,26,관리자,3등급,20,F,162.3,49.9,29.7,,68,125,21.8,21.9,,,16.6,,,,,,18.9,22,,,162,,,,,,43.9,,,,,,,,141,35.8,,,0.342,,,,,,,
1,KSPO건강체력,어르신,출장,71,관리자,참가,20,M,166.1,67.3,29.1,,88,157,41.3,43.9,,,,,,,,,24.4,,,,,,,,,23.44,65.2,,,,,,,,,,,,,,,,,,,43.9
1,KSPO건강체력,어르신,출장,67,관리자,참가,20,F,151.4,50.4,40.5,,61,132,24.6,24.6,,,,,,,,,22.0,,,,,,,,,22.84,48.8,,,,,,,,,,,,,,,,,,,24.6
1,KSPO건강체력,어르신,출장,78,관리자,참가,20,M,161.6,61.6,29,,79,135,29.2,29.2,,,,,,,,,23.6,,,,,,,,,19.97,47.4,,,,,,,,,,,,,,,,,,,29.2
4,북구(광주),성인,일반,59,관리자,참가,20,F,166.5,72.2,40.4,92.6,77,132,25,25.6,,,18.8,,,,,,26.0,20,,,,,,,,,35.5,,,,,,,,124,26.7,,,0.348,0.330,,,,,,
1,양평,성인,일반,59,관리자,참가,20,F,150.1,54.40,38.0,81.1,81,140,25.4,20.5,,,16.3,,,,,,24.1,14,,,127,,,,,,46.7,,,,,,,,142,27.3,,,0.353,,,,,,,
1,포천,어르신,일반,77,관리자,3등급,20,M,163.0,72.3,29.0,86,73,134,36.9,40,,,-1.5,,,,,,27.2,,,,,29,,120,4.53,20.34,55.3,,,,,,,,,,,,,,,,,,,40.0
1,순천,성인,일반,57,관리자,3등급,20,F,162.2,55,27.4,75.7,89,143,29.5,35.3,,,19,,,,,,20.9,17,11,,128,,,,,,64.2,,29.5,,,,,,,,,,0.325,,,,,,,
3,순천,어르신,일반,65,관리자,3등급,20,M,195.3,95.8,23,99.8,96,147,43.7,46.5,,,12.3,,,,,,25.1,,,,,22,,127,4.9,19.38,48.5,,,,,,,,,,,,,,,,,,,46.5
2,청주,어르신,일반,65,관리자,2등급,20,F,171.8,67.4,36.2,95.9,77,147,26.2,28.1,,,17,,,,,,22.8,,,,,20,,112,5.54,20.22,41.7,,,,,,,,,,,,,,,,,,,28.1
1,KSPO건강체력,어르신,출장,80,관리자,참가,20,M,165.6,61.9,25.3,,80,159,32.6,33.3,,,,,,,,,22.6,,,,,,,,,24.33,53.8,,,,,,,,,,,,,,,,,,,33.3
1,사천,유소년,일반,12,관리자,3등급,20,M,145.3,33.8,,59.1,,,18.1,14.9,30,,4,,,,,,16.0,,80,,176,,,,,,53.6,,,,,,,,,,,,,,0.41,36,11,,,
1,KSPO건강체력,어르신,출장,75,관리자,참가,20,F,164.8,62.6,24.7,,80,154,22.1,28.4,,,,,,,,,23.0,,,,,,,,,20.72,45.4,,,,,,,,,,,,,,,,,,,28.4
2,KSPO건강체력,어르신,출장,72,관리자,참가,20,M,157.7,60.6,34.1,,76,141,32.5,30.6,,,,,,,,,24.4,,,,,,,,,20.34,53.6,,,,,,,,,,,,,,,,,,,32.5
1,사천,유소년,일반,11,관리자,참가,20,M,149.8,50.7,,73.2,,,17.5,15.2,25,,6.8,,,,,,22.6,,80,,132,,,,,,34.5,,,,,,,,,,,,,,0.49,27,4,,,
1,KSPO건강체력,성인,출장,63,관리자,참가,20,F,157.3,59.5,35.5,,61,154,27.6,29.6,,,,,,,,,24.0,,,,,,,,,,49.7,,,,,,,,102,30.9,,,,,,,,,,
3,양평,성인,일반,63,관리자,참가,20,F,151.8,56.80,37.3,81.4,76,138,25.4,25.2,,,22.5,,,,,,24.6,1,,,91,,,,,,44.7,,,,,,,,129,27.7,,,0.456,,,,,,,
1,창원,성인,일반,24,관리자,참가,20,F,159,45.8,24.1,64,84,120,23.9,29.7,,,10.9,,,,,,18.1,18,,,154,,,,,,64.8,,,,,,,,126,38.7,,,0.281,,,,,,,
3,양평,어르신,일반,73,관리자,3등급,20,M,162.9,64.80,25.8,83.4,92,142,35.5,27.1,,,3.6,,,,,,24.4,,,,,19,,92,6.03,25.27,54.8,,,,,,,,,,,,,,,,,,,35.5
1,KSPO건강체력,성인,출장,52,관리자,참가,20,M,167.1,68.4,25.5,,91,144,43.4,46,,,,,,,,,24.5,,,,,,,,,,67.3,,,,,,,,131,36.2,,,,,,,,,,
1,KSPO송파,청소년,일반,18,관리자,3등급,20,M,172.2,70.5,20.7,77.0,63,116,33.6,42.4,41,,9.3,18.18,0.568,47.047,6,47.323,23.8,,45,,,,,,,,60.1,,42.9,,,,,,,,,,,,,,,,,
1,화성,성인,일반,19,관리자,참가,20,M,181.1,64.5,13.6,,77,122,35.6,33.1,,,15.3,,,,,,19.7,43,28,11.28,222,,,,,,55.2,,40.4,,,,,,,,,,,,,,,,,
1,KSPO건강체력,성인,출장,62,관리자,참가,20,F,155.2,47.6,24.7,,54,110,19.6,16.5,,,,,,,,,19.8,,,,,,,,,,41.2,,,,,,,,109,32.9,,,,,,,,,,
5,군산,성인,일반,58,관리자,1등급,20,F,155.1,50.7,29.8,73,79,134,20.8,24.2,,,24.1,,,,,,21.1,22,,,,,,,,,47.7,,,,,,,,120,31.5,,,0.382,0.413,,,,,,
